,reward,episode_duration
0,8,0.2672264575958252
1,7,0.21738553047180176
2,6,0.7580413818359375
3,6,1.5928053855895996
4,8,1.4656052589416504
5,10,1.445723533630371
6,3,1.3668673038482666
7,7,1.3798456192016602
8,7,1.3853302001953125
9,1,1.3444478511810303
10,6,1.3678736686706543
11,4,1.3603601455688477
12,2,1.3180034160614014
13,3,1.3309621810913086
14,1,1.3523826599121094
15,6,1.3115506172180176
16,4,1.3453996181488037
17,7,1.2980642318725586
18,3,1.3005197048187256
19,5,1.5149478912353516
20,5,1.334951400756836
21,3,1.3075048923492432
22,4,1.324979543685913
23,3,1.3189964294433594
24,6,1.3444972038269043
25,3,1.3069989681243896
26,8,1.2826368808746338
27,2,1.3274989128112793
28,5,1.321545124053955
29,4,1.2476613521575928
30,4,1.358365774154663
31,2,1.3294398784637451
32,2,1.293076992034912
33,4,1.3084888458251953
34,6,1.3459210395812988
35,6,1.2761204242706299
36,8,1.3319578170776367
37,3,1.363882303237915
38,5,1.3060271739959717
39,5,1.320988655090332
40,8,1.3204891681671143
41,6,1.3219876289367676
42,4,1.2503955364227295
43,1,1.3429369926452637
44,0,1.4182825088500977
45,8,1.2935280799865723
46,5,1.3718628883361816
47,3,1.2930591106414795
48,7,1.2897093296051025
49,10,1.3324332237243652
50,4,1.2686042785644531
51,2,1.3844239711761475
52,4,1.3065011501312256
53,9,1.2725610733032227
54,8,1.2845664024353027
55,2,1.3170132637023926
56,2,1.3104925155639648
57,5,1.3424177169799805
58,8,1.3084886074066162
59,5,1.352982997894287
60,1,1.320464849472046
61,2,1.3374207019805908
62,2,1.2915799617767334
63,4,1.2581377029418945
64,3,1.2761154174804688
65,10,1.385824203491211
66,5,1.3005173206329346
67,8,1.3090274333953857
68,7,1.3025145530700684
69,7,1.3553740978240967
70,7,1.309023380279541
71,4,1.3070316314697266
72,1,1.413292407989502
73,6,1.4017820358276367
74,5,1.3150033950805664
75,1,1.2815721035003662
76,4,1.2960562705993652
77,5,1.2865550518035889
78,5,1.2990481853485107
79,5,1.326451301574707
80,3,1.3593616485595703
81,3,1.2571582794189453
82,5,1.327467918395996
