,reward,episode_duration
0,6,1.1120097637176514
1,4,1.3230006694793701
2,2,0.47600340843200684
3,6,0.4760017395019531
4,4,0.4740028381347656
5,6,0.4680042266845703
6,5,0.49001264572143555
7,3,0.4649932384490967
8,5,0.46500563621520996
9,6,0.4770050048828125
10,7,0.4610021114349365
11,4,0.444002628326416
12,6,0.44500255584716797
13,2,0.47600531578063965
14,5,0.47100305557250977
15,5,0.48600316047668457
16,7,0.48000383377075195
17,6,0.4560112953186035
18,6,0.4439969062805176
19,5,0.46300673484802246
20,4,0.479999303817749
21,5,0.4510066509246826
22,4,0.4379997253417969
23,5,0.44100260734558105
24,7,0.44500255584716797
25,7,0.44600367546081543
26,3,0.4600040912628174
27,7,0.47800469398498535
28,5,0.47899889945983887
29,4,0.4530034065246582
30,5,0.4530029296875
31,6,0.4440021514892578
32,5,0.4470036029815674
33,4,0.4770057201385498
34,6,0.4660005569458008
35,8,0.4680037498474121
36,5,0.44100308418273926
37,6,0.436002254486084
38,8,0.4560074806213379
39,5,0.47100281715393066
40,4,0.4679994583129883
41,7,0.45301127433776855
42,5,0.45599794387817383
43,3,0.44100451469421387
44,2,0.44500041007995605
45,7,0.45600414276123047
46,7,0.4740123748779297
47,4,0.4699976444244385
48,6,0.47500014305114746
49,3,0.44400477409362793
50,7,0.44200658798217773
51,7,0.45799970626831055
52,6,0.4620037078857422
53,5,0.47600269317626953
54,6,0.46700429916381836
55,5,0.447005033493042
56,6,0.4440000057220459
57,6,0.44000244140625
58,7,0.4450044631958008
59,4,0.4720025062561035
60,5,0.48500847816467285
61,3,0.45999908447265625
62,3,0.44600343704223633
63,2,0.4420006275177002
64,7,0.4540085792541504
65,7,0.44700121879577637
66,6,0.4679994583129883
67,4,0.4750049114227295
68,7,0.4640059471130371
69,6,0.4569976329803467
70,5,0.44600534439086914
71,5,0.44100117683410645
72,4,0.46900248527526855
73,4,0.47800779342651367
74,8,0.4519972801208496
75,5,0.45600199699401855
76,5,0.4400045871734619
77,6,0.4430079460144043
78,3,0.4460129737854004
79,8,0.46698856353759766
80,4,0.4990196228027344
81,5,0.43599724769592285
82,5,0.4429943561553955
83,5,0.45400309562683105
84,7,0.4470036029815674
85,6,0.46001124382019043
86,6,0.48299241065979004
87,8,0.47300291061401367
88,5,0.4430046081542969
89,5,0.43700170516967773
90,7,0.451002836227417
91,9,0.44400501251220703
92,4,0.4660027027130127
93,6,0.47100305557250977
94,6,0.4610025882720947
95,4,0.4470043182373047
96,3,0.45200610160827637
97,5,0.46199822425842285
98,6,0.4510021209716797
99,4,0.47100377082824707
100,5,0.4510040283203125
101,3,0.4379847049713135
102,7,0.4440031051635742
103,8,0.43700361251831055
104,5,0.4660027027130127
105,8,0.47400379180908203
106,7,0.45400309562683105
107,7,0.45200252532958984
108,4,0.4310033321380615
109,5,0.4290039539337158
110,6,0.44500279426574707
111,5,0.49001145362854004
112,3,0.4799940586090088
113,5,0.4490056037902832
114,8,0.443007230758667
115,4,0.8480017185211182
116,3,0.4610018730163574
117,4,0.4940028190612793
118,5,0.47200465202331543
119,4,0.44100189208984375
120,7,0.4400036334991455
121,5,0.43100428581237793
122,5,0.447002649307251
123,6,0.46500229835510254
124,7,0.49100279808044434
125,4,0.4720041751861572
126,4,0.4490041732788086
127,3,0.43200254440307617
128,5,0.4590015411376953
129,4,0.4520096778869629
130,7,0.48400187492370605
131,4,0.469998836517334
132,6,0.46000170707702637
133,7,0.44600915908813477
134,3,0.4309985637664795
135,4,0.4550039768218994
136,5,0.47800135612487793
137,6,0.4490060806274414
138,5,0.46000003814697266
139,4,0.43401598930358887
140,7,0.44199156761169434
141,6,0.44600343704223633
142,5,0.4530026912689209
143,4,0.4590020179748535
144,4,0.46900343894958496
145,4,0.48400330543518066
146,4,0.44000244140625
147,5,0.4310038089752197
148,8,0.43000316619873047
149,7,0.45500802993774414
150,5,0.4929976463317871
151,8,0.447007417678833
152,6,0.4340033531188965
153,3,0.43900251388549805
154,7,0.46300435066223145
155,4,0.43700218200683594
156,4,0.4640018939971924
157,2,0.4850039482116699
158,6,0.4770064353942871
159,4,0.47301173210144043
160,9,0.4469916820526123
161,10,0.4470031261444092
162,6,0.4570035934448242
163,5,0.4420018196105957
164,6,0.4550042152404785
165,6,0.4490034580230713
166,5,0.4539949893951416
167,6,0.4290034770965576
168,6,0.4490025043487549
169,8,0.4570026397705078
170,4,0.451005220413208
171,6,0.4530003070831299
172,5,0.46700620651245117
173,5,0.4620051383972168
174,2,0.45000171661376953
175,6,0.45400500297546387
176,5,0.46700167655944824
177,5,0.4830036163330078
178,6,0.436004638671875
179,4,0.4360020160675049
180,5,0.4380030632019043
181,5,0.4400064945220947
182,7,0.45800304412841797
183,4,0.48200297355651855
184,5,0.45600295066833496
185,3,0.4320032596588135
186,6,0.43500590324401855
187,9,0.42400121688842773
188,7,0.4430098533630371
189,5,0.473996639251709
190,6,0.4570012092590332
191,2,0.4690113067626953
192,5,0.429995059967041
193,4,0.4580106735229492
194,3,0.44000887870788574
195,3,0.44999027252197266
196,4,0.48200488090515137
197,2,0.46000146865844727
198,8,0.44600462913513184
199,5,0.45600056648254395
200,3,0.4320046901702881
201,5,0.46100282669067383
202,5,0.4550027847290039
203,8,0.4750025272369385
204,6,0.4410078525543213
205,7,0.42999863624572754
206,3,0.427004337310791
207,5,0.45600199699401855
208,8,0.45200562477111816
209,5,0.4760005474090576
210,3,0.45500731468200684
211,5,0.45599889755249023
212,6,0.44100332260131836
213,2,0.4470028877258301
214,6,0.46300315856933594
215,6,0.47100377082824707
216,3,0.4770076274871826
217,6,0.4459996223449707
218,5,0.43200206756591797
219,4,0.43500208854675293
220,5,0.4300062656402588
221,7,0.4450063705444336
222,4,0.47400403022766113
223,5,0.4750020503997803
224,7,0.4790029525756836
225,6,0.4490048885345459
226,7,0.4590020179748535
227,8,0.4550023078918457
228,8,0.47301769256591797
229,4,0.45299649238586426
230,6,0.44699692726135254
231,5,0.43900203704833984
232,6,0.4370086193084717
233,3,0.43900394439697266
234,6,0.44699883460998535
235,6,0.4530031681060791
236,5,0.4710042476654053
237,6,0.45200204849243164
238,4,0.4410057067871094
239,5,0.43201184272766113
240,6,0.4489903450012207
241,6,0.4640049934387207
242,7,0.45000338554382324
243,7,0.48801517486572266
244,5,0.43699169158935547
245,9,0.43600940704345703
246,4,0.4500002861022949
247,4,0.4439995288848877
248,5,0.46500229835510254
249,7,0.4490044116973877
250,7,0.4550018310546875
251,4,0.43100452423095703
252,6,0.4360024929046631
253,5,0.45400238037109375
254,4,0.47100353240966797
255,8,0.4530026912689209
256,6,0.48000407218933105
257,8,0.4350125789642334
258,5,0.44399356842041016
259,4,0.4320054054260254
260,4,0.4400005340576172
261,4,0.45800256729125977
262,6,0.47600221633911133
263,6,0.46500349044799805
264,5,0.4490060806274414
265,5,0.44300103187561035
266,5,0.43500351905822754
267,2,0.43601202964782715
268,8,0.448993444442749
269,4,0.4670090675354004
270,3,0.45200157165527344
271,5,0.44400668144226074
272,4,0.44100022315979004
273,4,0.4340033531188965
274,4,0.4420032501220703
275,4,0.45900392532348633
276,7,0.48801708221435547
277,4,0.4509906768798828
278,6,0.4420032501220703
279,7,0.4380025863647461
280,4,0.431002140045166
281,7,0.45000290870666504
282,7,0.4460012912750244
283,4,0.44100308418273926
284,7,0.45700526237487793
285,5,0.4460012912750244
286,4,0.44300413131713867
287,6,0.4460008144378662
288,6,0.4710071086883545
289,8,0.4510002136230469
290,6,0.4810044765472412
291,7,0.46000242233276367
292,6,0.45201778411865234
293,2,0.45998716354370117
294,7,0.5110025405883789
295,9,0.4920048713684082
296,7,0.45000290870666504
297,6,0.5670030117034912
298,5,0.4360065460205078
299,5,0.42600154876708984
300,7,0.4400022029876709
301,7,0.48200368881225586
302,5,0.45900774002075195
303,6,0.4369974136352539
304,6,0.43700528144836426
305,5,0.45000553131103516
306,7,0.4530000686645508
307,5,0.45200347900390625
308,7,0.4510042667388916
309,6,0.45600461959838867
310,5,0.45100879669189453
311,2,0.4649999141693115
312,6,0.48399782180786133
313,5,0.46900439262390137
314,8,0.4610025882720947
315,7,0.46300411224365234
316,4,0.4530022144317627
317,7,0.44100427627563477
318,6,0.44500088691711426
319,5,0.45600461959838867
320,4,0.46900463104248047
321,5,0.46500420570373535
322,10,0.4700038433074951
323,8,0.4610004425048828
324,7,0.44600749015808105
325,5,0.43900108337402344
326,5,0.46300411224365234
327,4,0.4620037078857422
328,4,0.46700215339660645
329,3,0.4550011157989502
330,9,0.4290039539337158
331,7,0.4590034484863281
332,8,0.4400036334991455
333,6,0.4640028476715088
334,7,0.461000919342041
335,8,0.45600247383117676
336,6,0.436002254486084
337,6,0.45200562477111816
338,7,0.4530026912689209
339,4,0.4580042362213135
340,9,0.4700303077697754
341,4,0.4569742679595947
342,4,0.447002649307251
343,6,0.4400036334991455
344,7,0.4320063591003418
345,3,0.44901156425476074
346,7,0.46999311447143555
347,5,0.4450039863586426
348,4,0.45000672340393066
349,4,0.4439966678619385
350,4,0.44100379943847656
351,7,0.4310016632080078
352,2,0.45000338554382324
353,6,0.4990053176879883
354,9,0.4490046501159668
355,4,0.43000316619873047
356,6,0.44100403785705566
357,7,0.4390089511871338
358,5,0.4279952049255371
359,3,0.45000529289245605
360,5,0.4810018539428711
361,6,0.4550049304962158
362,5,0.4310023784637451
363,4,0.44100069999694824
364,4,0.4400022029876709
365,9,0.43900561332702637
366,6,0.4600026607513428
367,6,0.45700931549072266
368,3,0.47299623489379883
369,2,0.47600269317626953
370,5,0.44800543785095215
371,5,0.4550001621246338
372,6,0.44800400733947754
373,5,0.4660038948059082
374,4,0.45600390434265137
375,5,0.4500105381011963
376,5,0.4559938907623291
377,6,0.4590034484863281
378,5,0.4400060176849365
379,7,0.4509999752044678
380,6,0.46300601959228516
381,8,0.4960026741027832
382,3,0.4560072422027588
383,4,0.440000057220459
384,5,0.42600011825561523
385,6,0.4440021514892578
386,6,0.45000267028808594
387,4,0.45400357246398926
388,5,0.45800280570983887
389,5,0.44800376892089844
390,5,0.43000340461730957
391,7,0.4550020694732666
392,7,0.46700334548950195
393,5,0.44800424575805664
394,6,0.4540071487426758
395,7,0.44299936294555664
396,6,0.4270024299621582
397,5,0.42400431632995605
398,5,0.4340028762817383
399,4,0.45900654792785645
400,6,0.4459986686706543
401,5,0.4680180549621582
402,4,0.4539930820465088
403,6,0.427001953125
404,4,0.4570043087005615
405,4,0.48800182342529297
406,3,0.4680051803588867
407,7,0.43900561332702637
408,6,0.4609987735748291
409,4,0.4490022659301758
410,2,0.43400144577026367
411,5,0.4470033645629883
412,5,0.4600028991699219
413,3,0.46100330352783203
414,4,0.46900320053100586
415,7,0.45200300216674805
416,4,0.4260098934173584
417,6,0.44399523735046387
418,3,0.4860038757324219
419,4,0.49300312995910645
420,8,0.46900439262390137
421,6,0.44200897216796875
422,8,0.44001317024230957
423,8,0.44899535179138184
424,6,0.45300960540771484
425,7,0.4850027561187744
426,6,0.47000861167907715
427,8,0.4429972171783447
428,6,0.4490036964416504
429,8,0.45900893211364746
430,7,0.45099925994873047
431,6,0.45400333404541016
432,9,0.4920022487640381
433,8,0.4490029811859131
434,5,0.4330027103424072
435,7,0.46201086044311523
436,6,0.44500303268432617
437,6,0.4729957580566406
438,6,0.48700404167175293
439,5,0.5040016174316406
440,4,0.4630091190338135
441,8,0.43799901008605957
442,9,0.43700337409973145
443,6,0.43500399589538574
444,7,0.448000431060791
445,7,0.4640038013458252
446,5,0.46300578117370605
447,6,0.44800376892089844
448,6,0.42700672149658203
449,8,0.43200254440307617
450,5,0.453016996383667
451,7,0.503990888595581
452,5,0.47100329399108887
453,7,0.4480013847351074
454,6,0.4290027618408203
455,6,0.44300174713134766
456,4,0.4310038089752197
457,6,0.4700040817260742
458,6,0.4700024127960205
459,7,0.45200419425964355
460,5,0.44800305366516113
461,5,0.449002742767334
462,3,0.4410073757171631
463,9,0.4390101432800293
464,2,0.4649980068206787
465,7,0.4810061454772949
466,6,0.4610006809234619
467,7,0.433002233505249
468,4,0.4290049076080322
469,5,0.4230022430419922
470,1,0.4470021724700928
471,4,0.46900272369384766
472,5,0.47400665283203125
473,6,0.43900585174560547
474,5,0.447998046875
475,7,0.43900251388549805
476,5,0.43300461769104004
477,8,0.48000121116638184
478,7,0.4779942035675049
479,5,0.44098615646362305
480,5,0.4380018711090088
481,4,0.46100664138793945
482,6,0.43599891662597656
483,6,0.45600414276123047
484,4,0.5130071640014648
485,6,0.47600340843200684
486,5,0.4780123233795166
487,4,0.429990291595459
488,4,0.45201563835144043
489,7,0.43799901008605957
490,5,0.47200918197631836
491,4,0.4649925231933594
492,6,0.4459986686706543
493,4,0.4530041217803955
494,8,0.4360053539276123
495,5,0.4510064125061035
496,4,0.4340059757232666
