,reward,episode_duration
0,3,57.477285385131836
1,2,55.464714765548706
2,4,56.17057538032532
3,3,55.52593994140625
4,3,57.46694898605347
5,4,53.208823442459106
6,5,53.804038763046265
7,7,53.36695981025696
8,1,53.95547819137573
9,3,54.83928847312927
10,4,53.749558448791504
11,4,53.60403895378113
12,2,52.92165565490723
13,0,54.25267934799194
14,0,52.992751598358154
15,0,53.44800043106079
16,2,53.579755783081055
17,1,54.572514057159424
18,0,54.61221480369568
19,3,55.77069020271301
20,1,53.905795097351074
21,1,54.347086668014526
22,1,55.06226205825806
23,3,56.02872180938721
24,3,53.0821647644043
25,1,52.806588649749756
26,1,52.445794105529785
27,1,53.03654766082764
28,1,55.96668267250061
29,4,55.594250440597534
30,0,70.14231753349304
31,2,61.39143514633179
32,0,60.7375590801239
33,0,56.91570782661438
34,1,55.567617416381836
35,0,58.00307369232178
36,1,59.341593742370605
37,2,59.020458936691284
38,0,60.35981893539429
39,0,63.925272703170776
40,1,64.12342691421509
41,2,61.69489288330078
42,6,66.18611884117126
43,0,70.44746470451355
44,1,64.18537664413452
45,3,59.43388271331787
46,0,58.26889967918396
47,1,56.15474462509155
48,1,63.20812368392944
49,1,60.53508710861206
50,0,59.489317893981934
51,0,60.4644193649292
52,1,55.56241059303284
53,1,54.555344343185425
54,1,56.75147294998169
55,4,54.487754106521606
56,2,55.481181621551514
57,1,54.75830626487732
58,2,55.97985816001892
59,5,59.22719168663025
60,3,61.58659386634827
61,1,55.194236516952515
62,0,53.20456385612488
63,1,54.2824649810791
64,1,55.14440417289734
65,0,54.59897041320801
66,4,55.97446250915527
67,3,56.27746653556824
68,2,54.00187420845032
69,3,53.448476791381836
70,1,53.84907031059265
71,1,53.74482607841492
72,1,53.2278037071228
73,6,53.39885902404785
74,1,54.067410469055176
75,3,54.03500509262085
76,1,54.46761775016785
77,3,52.56301736831665
78,1,53.25054860115051
79,1,54.37282752990723
80,3,54.827054262161255
81,8,55.382516622543335
82,6,53.57036352157593
83,0,53.90751242637634
84,2,54.311352491378784
85,4,53.0661404132843
86,1,53.340550661087036
87,1,52.691312313079834
88,1,54.55514860153198
89,1,54.19043254852295
90,3,55.11633038520813
91,5,54.38985824584961
92,2,54.1497859954834
93,2,54.12488412857056
94,3,54.46427035331726
95,3,54.262667179107666
96,3,54.21854567527771
97,0,54.46950173377991
98,1,52.77027702331543
99,2,52.59983158111572
100,0,53.079004526138306
101,2,53.25029420852661
102,1,52.77820372581482
103,2,52.61510229110718
104,3,53.62883424758911
105,0,56.02716779708862
106,0,58.31563115119934
107,1,52.87836742401123
108,2,53.51445770263672
109,0,53.16132688522339
110,1,53.029069900512695
111,0,53.30942130088806
112,2,52.76118063926697
113,0,53.818708419799805
114,0,53.15733337402344
115,5,55.42864990234375
116,3,55.618786573410034
117,3,52.458383560180664
118,3,53.6586127281189
119,1,52.781317472457886
120,0,52.94521617889404
121,5,53.46408557891846
122,0,53.243300676345825
123,0,52.75954508781433
124,6,52.793381214141846
125,6,52.59648823738098
126,2,53.75896739959717
127,3,52.9531364440918
128,3,52.869497776031494
129,3,53.14959502220154
130,2,53.28271007537842
131,0,53.063809633255005
132,0,53.21151113510132
133,1,52.83576440811157
134,2,52.67808818817139
135,2,52.92886734008789
136,2,53.28903293609619
137,3,52.702099323272705
138,0,52.67680215835571
139,4,54.92551779747009
140,1,52.9897837638855
141,1,54.73286008834839
142,0,55.84549641609192
143,0,53.518096923828125
144,0,54.975191831588745
145,3,54.03482389450073
146,5,54.24074840545654
147,3,53.30106806755066
148,2,55.335654497146606
149,3,53.96053957939148
150,5,53.2105598449707
151,4,54.02189040184021
152,0,54.05556535720825
153,6,53.419697999954224
154,1,53.43434977531433
155,0,52.980900287628174
156,6,52.87241172790527
157,2,53.24079251289368
158,1,52.92770576477051
159,3,53.4570631980896
160,2,52.62267541885376
161,4,53.19321346282959
162,3,53.14421224594116
163,3,53.27011561393738
164,2,53.58400368690491
165,1,52.72017025947571
166,1,53.14745807647705
167,3,53.05427265167236
168,4,53.21460151672363
169,2,52.92019081115723
170,6,52.93626928329468
171,3,52.78958868980408
172,0,53.39512085914612
173,4,53.162346839904785
174,2,53.113210678100586
175,2,53.421698570251465
176,0,53.44511651992798
177,4,53.34641122817993
178,6,53.47845101356506
179,2,54.35194492340088
180,4,54.15692114830017
181,6,53.87560272216797
182,6,53.851659059524536
183,2,53.41297793388367
184,6,55.04381513595581
185,0,56.73021125793457
186,1,55.01298189163208
187,2,55.14371728897095
188,3,54.341657400131226
189,1,53.68585252761841
190,1,53.29242014884949
191,4,53.64688301086426
192,1,53.29662895202637
193,0,53.501479148864746
194,3,53.062586069107056
195,1,53.63582134246826
196,10,53.279529094696045
197,1,54.08151459693909
198,9,53.12855911254883
199,2,53.28844714164734
200,1,53.42982578277588
201,2,54.00633382797241
202,3,53.20331144332886
203,0,53.317248582839966
204,5,52.980265378952026
205,1,53.168824911117554
206,4,53.05189037322998
207,1,52.98855113983154
208,1,53.340131521224976
209,2,53.976173400878906
210,2,52.91221475601196
211,2,53.23920273780823
212,1,54.199950218200684
213,3,53.31187200546265
214,7,53.182385206222534
215,0,53.181745529174805
216,2,53.58799624443054
217,5,53.76504039764404
218,1,52.927584648132324
219,2,52.85244011878967
220,4,54.20082116127014
221,1,53.61964774131775
222,0,53.24173045158386
223,4,52.41211652755737
224,2,52.99605989456177
225,6,54.14741086959839
226,1,52.81027626991272
227,0,53.05099129676819
228,2,52.98655843734741
229,0,53.18098592758179
230,4,53.24763321876526
231,2,53.530094146728516
232,1,53.698047161102295
233,3,52.6251323223114
234,1,52.98634386062622
235,0,53.19176530838013
236,4,53.590906858444214
237,0,53.11833190917969
238,5,52.73906445503235
239,0,53.361833810806274
240,1,53.297834157943726
241,3,52.98307132720947
242,9,52.58316516876221
243,0,53.244049072265625
244,5,53.18509387969971
245,2,53.421507120132446
246,1,53.4868266582489
247,1,53.036516189575195
248,1,52.88180470466614
249,3,53.551842212677
250,1,53.89612793922424
251,2,52.94680976867676
252,3,52.858681440353394
253,0,53.5531542301178
254,4,53.44096398353577
255,6,53.326149463653564
256,0,53.57068872451782
257,0,53.478638648986816
258,5,52.9983332157135
259,2,53.72503972053528
260,0,53.92851972579956
261,1,53.178406953811646
262,2,53.999987840652466
263,0,54.41372466087341
264,6,53.29052543640137
265,3,53.17944955825806
266,3,53.54285907745361
267,1,53.18724775314331
268,3,53.13812780380249
269,2,52.34560751914978
270,3,52.68285059928894
271,1,52.353288650512695
272,0,53.34205222129822
273,9,53.30762600898743
274,1,53.7798855304718
275,4,53.47838544845581
276,2,53.58106017112732
277,2,53.04423761367798
278,8,53.30635380744934
279,3,59.06301760673523
280,1,55.64247250556946
281,1,56.80474495887756
282,8,56.932156801223755
283,2,54.06770610809326
284,0,52.84979486465454
285,0,53.513914823532104
286,1,53.624823570251465
287,1,54.19994878768921
288,1,52.94745993614197
289,6,53.00790977478027
290,1,52.80595588684082
291,1,52.80445456504822
292,2,52.64005756378174
293,3,52.54481053352356
294,8,53.64263296127319
295,1,52.82213854789734
296,4,52.7469425201416
297,1,52.433467388153076
298,1,53.2323272228241
299,0,53.84884977340698
300,0,53.653788566589355
301,3,53.64034819602966
302,1,53.22419881820679
303,4,53.27502131462097
304,1,52.48424053192139
305,3,52.90907835960388
306,3,54.79537606239319
307,1,53.854642152786255
308,0,53.31564784049988
309,3,53.69425988197327
310,0,53.090415239334106
311,2,53.54724073410034
312,1,52.741565227508545
313,3,54.45146894454956
314,1,53.133832931518555
315,0,54.23405456542969
316,4,54.06516408920288
317,1,53.04271173477173
318,2,53.73330545425415
319,0,54.10246753692627
320,1,53.1769962310791
321,2,52.99733304977417
322,0,53.82157111167908
323,6,54.542157888412476
324,2,62.54328894615173
325,2,56.451061725616455
326,2,55.91964912414551
327,3,53.49045467376709
328,2,54.23910689353943
329,0,53.669100284576416
330,2,53.3608603477478
331,2,53.14361596107483
332,0,52.92186379432678
333,0,53.49425005912781
334,3,53.34996724128723
335,6,53.170944929122925
336,3,53.60804843902588
337,5,52.95532155036926
338,8,53.332000494003296
339,4,54.15790128707886
340,2,53.36127209663391
341,4,53.16948866844177
342,3,53.131911277770996
343,0,53.5648832321167
344,4,53.3481080532074
345,3,52.812153339385986
346,1,53.0181040763855
347,2,52.934202432632446
348,0,53.15217447280884
349,0,52.78453612327576
350,2,52.780362367630005
351,3,53.238116979599
352,3,53.06853938102722
353,9,53.275118350982666
354,1,53.51955437660217
355,4,52.751261472702026
356,9,53.30968499183655
357,5,54.03947138786316
358,2,53.40750575065613
359,1,54.53155875205994
360,1,53.76085805892944
361,3,57.88459277153015
362,2,53.72685956954956
363,2,53.31244993209839
